PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hosp_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
050738,01-JUL-15,30-JUN-16,As Submitted,4,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,,SOUTH EL MONTE,CA,91733,LOS ANGELES
050739,01-JAN-15,31-DEC-15,As Submitted,4,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,,INGLEWOOD,CA,90301,LOS ANGELES
050740,01-JAN-16,30-JUN-16,As Submitted,2,MARINA DEL REY,4650 LINCOLN BLVD,,MARINA DEL REY,CA,90291,LOS ANGELES
050742,01-JAN-15,31-DEC-15,As Submitted,4,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BLVD,,LOS ANGELES,CA,90036,LOS ANGELES
050744,01-APR-16,31-AUG-16,As Submitted,4,ANAHEIM GLOBAL MEDICAL CENTER,1025   SOUTH ANAHEIM BOULEVARD,,ANAHEIM,CA,92805-5806,ORANGE
050745,01-APR-16,31-AUG-16,As Submitted,4,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVENUE,,ORANGE,CA,92869-3206,ORANGE
050746,01-APR-16,31-AUG-16,As Submitted,4,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 N TUSTIN AVENUE,,SANTA ANA,CA,92705-3502,ORANGE
050747,01-APR-16,31-AUG-16,As Submitted,4,SOUTH COAST GLOBAL MEDICAL CENTER,2710 SOUTH BRISTOL STREET,,SANTA ANA,CA,82701-,ORANGE
050748,01-JAN-15,31-DEC-15,As Submitted,2,KFH - MANTECA,1777 WEST YOSEMITE AVENUE,,MANTECA,CA,95337-,SAN JOAQUIN
050749,01-JAN-12,29-NOV-12,Settled,4,THOUSAND OAKS SURGICAL,401 EAST ROLLING OAKS DRIVE,,THOUSAND OAKS,CA,91361,VENTURA
050751,01-JAN-15,31-DEC-15,As Submitted,6,MIRACLE MILE MEDICAL CENTER,MIRACLE MILE MEDICAL CENTER,,6000 SAN VICENTE BOULEVARD,CA,90036-4404,USA
050752,01-JAN-12,31-DEC-12,Settled,4,BROTMAN MEDICAL CENTER,3828 DELMAS TERRACE,,CULVER CITY,CA,90232,LOS ANGELES
050754,01-JAN-16,31-JUL-16,As Submitted,2,MENLO PARK SURGICAL HOSPITAL,570 WILLOW RD,,MENLO PARK,CA,94025-,SAN MATEO
050755,01-JAN-15,31-DEC-15,As Submitted,2,SHERMAN OAKS HOSPITAL-HLTH,4929 VAN NUYS BLVD,,SHERMAN OAKS,CA,91403,LOS ANGELES
050757,01-JAN-15,31-DEC-15,As Submitted,4,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,,SAN DIEGO,CA,92120,SAN DIEGO
050758,01-JAN-15,31-DEC-15,As Submitted,4,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO,,MONTCLAIR,CA,91763,SAN BERNARDINO
050760,01-JAN-15,31-DEC-15,As Submitted,2,KFH - ANTIOCH,4501 SAND CREEK ROAD,,ANTIOCH,CA,94531,CONTRA COSTA
050761,01-JAN-15,31-DEC-15,As Submitted,1,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,,TARZANA,CA,91356,LOS ANGELES
050763,01-JAN-15,31-DEC-15,As Submitted,4,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,,LOS ANGELES,CA,92006-5421,LOS ANGELES
050764,01-JAN-15,31-DEC-15,As Submitted,4,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE STREET,,REDDING,CA,96049,SHASTA
050765,01-JAN-15,31-DEC-15,As Submitted,2,KFH - MORENO VALLEY,27300 IRIS AVENUE,,MORENO VALLEY,CA,92360-,RIVERSIDE
050766,01-JAN-15,31-DEC-15,As Submitted,4,SUTTER-TWIN CITIES SURG. HOSPITAL,455 PLUMAS BLVD,,YUBA CITY,CA,95991,SUTTER
050767,01-JAN-15,31-DEC-15,As Submitted,2,KFH - VACAVILLE,1 QUALITY DRIVE,,VACAVILLE,CA,95688-9494,SOLANO
050768,01-SEP-12,25-JUN-13,Settled,4,ANAHEIM GENERAL HOSPITAL,3350 W BALL ROAD,,ANAHEIM,CA,92804-,ORANGE
050769,01-JUL-15,30-JUN-16,As Submitted,5,HOAG ORTHOPEDIC INSTITUTE,16250 SAN CANYON AVENUE,,IRVINE,CA,92618,ORANGE
050770,01-JAN-15,31-DEC-15,Amended,1,LLUMC MURRIETA,28062 BAXTER ROAD,,MURRIETA,CA,92563,RIVERSIDE
050771,01-JAN-15,31-DEC-15,As Submitted,4,COAST PLAZA HOSPITAL,13100 STUDEBAKER,,NORWALK,CA,90650-,LOS ANGELES
050772,01-JAN-15,31-DEC-15,As Submitted,2,KFH - ROSEVILLE,1600 EUREKA ROAD,,ROSEVILLE,CA,95661-3027,PLACER
050773,01-JUL-15,30-JUN-16,As Submitted,9,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,,SAN LEANDRO,CA,94578,ALAMEDA
050775,01-JAN-15,31-DEC-15,As Submitted,4,TEMECULA VALLEY HOSPITAL,31700 TEMECULA VALLEY HOSPITAL,,TEMECULA,CA,92592,RIVER SIDE
050776,01-JAN-15,31-DEC-15,Amended,6,COLLEGE MEDICAL CENTER,2776 PACIFIC AVE,,LONG BEACH,CA,90801,LOS ANGELES
050777,01-JAN-15,31-DEC-15,As Submitted,2,KFH - SAN LEANDRO,2500 MERCED STREET,,SAN LEANDRO,CA,54577,ALAMEDA
050778,01-JAN-15,31-DEC-15,As Submitted,1,LOMA LINDA UNIVERSITY CHILDRENS HOSP,11234 ANDERSON STREET  STE 1836,2000,LOMA LINDA,CA,92354,SAN BERNARDINO
050779,30-JUN-15,30-JUN-16,As Submitted,4,MARTIN LUTHER KING COMMUNITY HOSP,1680 E 120TH STREET,,LOS ANGELES,CA,90059,LOS ANGELES
050780,24-JUN-15,31-DEC-15,As Submitted,4,FOOTHILL REG MEDICAL CENTER,14662 NEWPORT AVE.,,TUSTIN,CA,92780,ORANGE
050781,17-DEC-15,30-JUN-16,As Submitted,11,SONOMA WEST MEDICAL CENTER,501 PETALUMA,,SEBASTOPOL,CA,95472,SONOMA
051300,01-JUL-15,30-JUN-16,As Submitted,11,EASTERN PLUMAS HEALTH CARE,500 FIRST AVENUE,,PORTOLA,CA,96122-9406,PLUMAS
051301,01-JUL-15,30-JUN-16,As Submitted,11,TEHACHAPI VALLEY HOSITAL DIST.,115 W. E ST.,1900,TEHACHAPI,CA,93561-1900,KERN
051302,01-JUL-15,30-JUN-16,As Submitted,11,SOUTHERN INYO HOSPITAL,501 E. LOCUST STREET,,LONE PINE,CA,93545-,INYO  CA
051303,01-JUL-15,30-JUN-16,As Submitted,11,SOUTHERN MONO HEALTH CARE DISTRICT,85 SIERRA PARK ROAD,660,MAMMOTH LAKES,CA,93546-,MONO
051304,01-JUL-15,30-JUN-16,As Submitted,11,JOHN C. FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,216,MARIPOSA,CA,95338-,MARIPOSA
051305,01-JUL-15,30-JUN-16,As Submitted,11,MAYERS MEMORIAL HOSPITAL,43563 HIGHWAY 299 EAST,459,FALL RIVER MILLS,CA,96028-,SHASTA
051306,01-JUL-15,30-JUN-16,As Submitted,2,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,,WILLOWS,CA,95988-,GLENN
051307,01-JUL-15,30-JUN-16,As Submitted,12,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,,AVALON,CA,90704,LOS ANGELES
051308,01-JUL-15,30-JUN-16,As Submitted,11,SURPRISE VALLEY HEALTH CARE DISTRICT,MAIN AND WASHINGTON,246,CEDARVILLE,CA,96104,MODOC
051309,01-JUL-15,30-JUN-16,Amended,11,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,,GARBERVILLE,CA,95442-,HUMBOLDT
051310,01-JAN-15,31-DEC-15,As Submitted,1,HOWARD MEMORIAL HOSPITA,ONE MADRONE STREET,,WILLITS,CA,96594,MENDOCINO
051311,01-JUL-15,30-JUN-16,As Submitted,2,BIGGS-GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,,GRIDLEY,CA,95948-,BUTTE
051312,01-JUL-15,30-JUN-16,As Submitted,11,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,,LAKE ARROWHEAD,CA,92352-,SAN BERNARDINO
051314,01-JUL-15,30-JUN-16,As Submitted,11,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVENUE,,LAKE ISABELLA,CA,93240-,KERN
051315,01-JAN-15,31-DEC-15,Settled,9,TRINITY HOSPITAL,60 EASTER AVENUE,1229,WEAVERVILLE,CA,96093-,TRINITY
051316,01-JAN-15,31-DEC-15,As Submitted,2,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,,YREKA,CA,96097,SISKIYOU
051317,01-JAN-15,31-DEC-15,As Submitted,1,ST. HELENA HOSPITAL CLEARLAKE,18TH AVENUE & HI-WAY 53,6720,CLEARLAKE,CA,95422,LAKE
051318,01-JUL-15,30-JUN-16,As Submitted,2,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,,FORTUNA,CA,95440,HUMBOLDT
051319,01-JUL-15,30-JUN-16,As Submitted,1,MERCY MEDICAL CENTER MT. SHASTA,914 PINE STREET,P.O. BOX 238,MT. SHASTA,CA,96067,SISKIYOU
051320,01-JAN-15,31-DEC-15,As Submitted,2,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRVIE,,SUSANVILLE,CA,96130,LASSEN
051321,01-JAN-15,31-DEC-15,As Submitted,2,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,,HEALDSBURG,CA,95448,SONOMA
051323,01-JAN-15,31-DEC-15,As Submitted,2,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE.,,NEEDLES,CA,92363,SAN BERNARDINO
051324,01-JUL-15,30-JUN-16,As Submitted,11,NORTHERN INYO HOSPITAL,150 PIONEER LANE,,BISHOP,CA,93514,INYO
051325,01-JUL-15,30-JUN-16,As Submitted,11,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER ROAD,,FORT BRAGG,CA,95437-,MENDOCINO COUNTY  CA
051326,01-JUL-15,30-JUN-16,As Submitted,11,PLUMAS DISTRICT HOSPITAL CAH,1065 BUCKS LAKE RD.,,QUINCY,CA,95971-,PLUMAS
051327,01-JUL-15,30-JUN-16,As Submitted,11,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,,CHESTER,CA,96020-,PLUMAS  CA
051328,01-JUL-15,30-JUN-16,As Submitted,11,TAHOE FOREST HOSPITAL,10121 PINE AVENUE,759,TRUCKEE,CA,96160-,NEVADA
051329,01-JAN-15,31-DEC-15,As Submitted,2,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,,LAKEPORT,CA,95453-,LAKE
051330,01-JUL-15,30-JUN-16,As Submitted,9,MODOC MEDICAL CENTER,228 W. MCDOWELLENTER,,ALTURAS,CA,96101-,MODOC
051331,01-JAN-15,31-DEC-15,As Submitted,2,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,,SOLVANG,CA,93463-,SANTA BARBARA
051332,01-JUL-15,30-JUN-16,As Submitted,2,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,,SAN ANDREAS,CA,95249,CALAVERAS
051333,01-JAN-15,31-DEC-15,As Submitted,2,RIDGECREST REGIONAL HOSPITAL,1081 N. CHINA LAKE RD.,,RIDGECREST,CA,93555-,KERN
051334,01-JAN-15,31-DEC-15,As Submitted,4,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HIGHWAY,,OJAI,CA,93023,VENTURA
051335,01-JUL-15,30-JUN-16,As Submitted,11,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR.,,BIG BEAR,CA,92315,SAN BERNARDINO
051990,01-JAN-15,31-DEC-15,As Submitted,1,SUNLAND HOME FOUNDATION,691 SPARTA DRIVE,,ENCINITAS,CA,92024,SAN DIEGO COUNTY
051991,01-JUL-15,30-JUN-16,As Submitted,1,BROADVIEW  INC.,4570 GRIFFIN AVENUE,,LOS ANGELES,CA,90031-1422,LOS ANGELES
051993,01-APR-15,31-MAR-16,As Submitted,1,ARDEN WOOD  INC.,445 WAWONA STREET,,SAN FRANCISCO,CA,94116,SAN FRANCISCO
051994,01-JAN-15,31-DEC-15,As Submitted,1,FERN LODGE  INC.,18457 MADISON AVE,,CASTRO VALLEY,CA,94546,ALAMEDA
051995,01-JUL-15,30-JUN-16,As Submitted,1,OLIVE GLEN FOUNDATION,3015 BECERRA WAY,,SACRAMENTO,CA,95821,SACRAMENTO
052031,01-SEP-15,31-AUG-16,As Submitted,2,BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,,LOS ANGELES,CA,90026-2696,LOS ANGELES
052032,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL LOS ANGELES,5525 WEST SLAUSON AVENUE,,LOS ANGELES,CA,90056,LOS ANGELES
052033,01-SEP-15,31-AUG-16,As Submitted,13,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,,FOLSOM,CA,95630,SACRAMENTO
052034,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSP SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,,SAN LEANDRO,CA,94577,ALAMEDA
052035,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,,WESTMINSTER,CA,92683,ORANGE
052036,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL SAN DIEGO,1940 EL CAJON BOULEVARD,,SAN DIEGO,CA,92104,SAN DIEGO
052037,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY AVENUE,,ONTARIO,CA,91764,SAN BERNARDINO
052038,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL LA MIRADA,14900 E. IMPERIAL HIGHWAY,,LA MIRADA,CA,90638,LOS ANGELES
052039,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL BREA,875 NORTH BREA BOULEVARD,,BREA,CA,92821,ORANGE
052043,01-JUL-15,30-JUN-16,As Submitted,4,KENTFIELD REHABILITATION HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,,KENTFIELD,CA,94904-1455,WAYNE
052044,01-APR-15,31-MAR-16,As Submitted,4,SAN DIEGO REHAB HOSPITAL,555 WASHINGTON STREET,,SAN DIEGO,CA,92103,SHASTA
052045,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL BALDWIN PARK,14148 E. FRANCISQUITO AVENUE,,BALDWIN PARK,CA,91706,LOS ANGELES
052046,01-JUL-15,30-JUN-16,As Submitted,4,PROMISE HOSPITAL OF EAST LOS ANGELES,16453 SOUTH COLORADO AVE,,PARAMOUNT,CA,90723,LOS ANGELES
052047,01-JAN-15,31-DEC-15,As Submitted,4,NORTHERN CALIFORNIA REHAB HOSPITAL,2801 EUREKA WAY,,REDDING,CA,96001,SHASTA
052049,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
052050,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL SOUTH BAY,1246 W. 155TH STREET,,GARDENA,CA,90247,LOS ANGELES
052051,01-JAN-15,31-DEC-15,As Submitted,4,PROMISE HOSPITAL OF SAN DIEGO,5550 UNIVERSITY AVENUE,,SAN DIEGO,CA,92105,SAN DIEGO
052052,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,,PERRIS,CA,92571,RIVERSIDE
052053,01-SEP-12,31-AUG-13,Settled,4,NEWPORT SPECIALTY HOSPIATL,14662 NEWPORT AVE,,TUSTIN,CA,92780-,ORANGE
052054,01-MAY-15,30-APR-16,As Submitted,6,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE  AVENUE,,MONROVIA,CA,91016,LOS ANGELES
052055,01-JAN-15,31-DEC-15,As Submitted,4,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,,MODESTO,CA,95354-1209,STANISLAUS
053027,01-APR-15,31-MAR-16,As Submitted,2,CASA COLINA HOSPITAL FOR REHAB MED,255 E BONITA,6001,POMONA,CA,91769-6001,LOS ANGELES
053031,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH BAKERSFIELD REHABILITATI,5001 COMMERCE DRIVE,,BAKERSFIELD,CA,93309-0000,KERN
053032,01-JAN-15,31-DEC-15,As Submitted,4,SAN JOAQUIN VALLEY REHAB HOSPITAL,7173 N. SHARON AVENUE,,FRESNO,CA,93720,FRESNO
053034,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH TUSTIN REHABILITATION HO,14851 YORBA STREET,,TUSTIN,CA,92780,ORANGE
053037,01-JUL-15,30-JUN-16,As Submitted,4,SAN BERNARDINO - BALLARD REHAB HOSPI,1760 WEST 16TH STREET,,SAN BERNARDINO,CA,92411,SAN BERNARDINO
053300,01-OCT-15,30-SEP-16,As Submitted,2,VALLEY CHILDRENS HOSPITAL,9300 VALLEY CHILDRENS PLACE,,MADERA,CA,93636,MADERA
053301,01-JAN-15,30-JUN-15,As Submitted,2,CHILDRENS HOSP & RES CNTR OAKLAND,747 52ND STREET,,OAKLAND,CA,94609-1809,ALAMEDA
053302,01-JUL-15,30-JUN-16,As Submitted,2,CHILDRENS HOSPITAL LOS ANGELES,4650 SUNSET BOULEVARD,MAIL STOP #21,LOS ANGELES,CA,90027,UNITED STATES
053303,01-JUL-15,30-JUN-16,As Submitted,2,RADY CHILDRENS HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,,SAN DIEGO,CA,92123,SAN DIEGO
053304,01-JUL-15,30-JUN-16,As Submitted,2,CHILDRENS HOSPITAL OF ORANGE COUNT,1201 W. LA VETA AVENUE,,ORANGE,CA,92868-3874,ORANGE
053305,01-SEP-15,31-AUG-16,As Submitted,2,LUCILE PACKARD CHILDRENS HOSPITAL,725 WELCH ROAD,,PALO ALTO,CA,94304,SANTA CLARA
053306,01-JUL-15,30-JUN-16,As Submitted,2,CHILDRENS HOSPITAL AT MISSION,27700 MEDICAL CENTER DRIVE,,MISSION VIEJO,CA,92691,ORANGE
053308,01-SEP-13,31-AUG-14,Settled,5,HEALTHBRIDGE CHILDRENS HOSPITAL,393 S TUSTIN STREET,,ORANGE,CA,92866,
053309,01-JUL-15,30-JUN-16,As Submitted,2,MILLER CHILDRENS HOSPITAL,2801 ATLANTIC AVENUE,,LONG BEACH,CA,90806,LOS ANGELES
053310,01-JAN-14,31-DEC-14,Settled,2,SHC-LOS ANGELES,160 GENEVA STREET,,LOS ANGELES,CA,90020,
053311,01-JAN-14,31-DEC-14,Settled,2,SHRINERS HOSPITAL FOR CHILDREN,2425 STOCKTON BLVD,,SACRAMENTO,CA,95817,
054009,01-JUL-15,30-JUN-16,As Submitted,10,RESNICK NEUROPSYCHIATRIC HOSPITAL AT,150 UCLA MEDICAL PLAZA,,LOS ANGELES,CA,90095,LOS ANGELES
054028,01-JUL-15,30-JUN-16,As Submitted,4,GATEWAYS HOSPITAL & MENTAL HEALTH,1891 EFFIE STREET,,LOS ANGELES,CA,90026,LOS ANGELES
054032,01-FEB-15,31-JAN-16,As Submitted,4,ALHAMBRA,4619 ROSEMEAD BLVD,,ROSEMEAD,CA,91770,LOS ANGELES
054053,01-JAN-15,31-DEC-15,As Submitted,4,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,,TORRANCE,CA,90503,LOS ANGELES
054055,01-JAN-15,31-DEC-15,As Submitted,4,COLLEGE HOSPITAL  INC,18082 COLLEGE PLACE,,CERRITOS,CA,90703,LOS ANGELES
054069,01-JAN-15,31-DEC-15,As Submitted,4,AURORA CHARTER OAK BHS,1161 E COVINA BLVD,,COVINA,CA,91724-1523,LOS ANGELES
054074,01-JAN-15,31-DEC-15,As Submitted,1,ST. HELENA CENTER FOR BEHAVARIOL HEA,525 OREGON STREET,,VALLEJO,CA,95490,SOLANO
054075,05-DEC-14,31-DEC-15,As Submitted,4,ALVARADO PARKWAY INSTITUTE,7050 PARKWAY DRIVE,,LA MESA,CA,91942-,SAN DIEGO
054077,01-JAN-15,31-DEC-15,As Submitted,4,AURORA VISTA DEL MAR BHS,801 SENECA AVENUE,,VENTURA,CA,93001,VENTURA
054078,01-JAN-15,31-DEC-15,As Submitted,4,AURORA LAS ENCINAS BHS,2900 EAST DEL MAR BLVD,,PASADENA,CA,91107,LOS ANGELES
054083,01-JUL-14,30-JUN-15,Settled,2,KEDREN COMMUNITY MENTAL HEALTH,4211 SOUTH AVALON BLVD,,LOS ANGELES,CA,90011,
054087,01-JAN-15,31-DEC-15,As Submitted,4,SIERRA VISTA,8001 BRUCEVILLE ROAD,,SACRAMENTO,CA,95823,SACRAMENTO
054089,01-JUL-15,30-JUN-16,Settled,2,JEWISH HOME FOR THE AGED,302 SILVER AVENUE,,SAN FRANCISCO,CA,94112-,SAN FRANCISCO
054093,01-JAN-15,31-DEC-15,As Submitted,1,LLU  BEHAVIORAL MEDICINE CENTER,1710 BARTON ROAD,,REDLANDS,CA,92373,SAN BERNARDINO
054095,01-JAN-15,31-DEC-15,As Submitted,4,AURORA SAN DIEGO BEHAVIORAL,11878 AVENUE OF INDUSTRY,,SAN DIEGO,CA,92128-3423,SAN DEIGO
054096,01-JAN-15,31-DEC-15,As Submitted,2,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,,SACRAMENTO,CA,95826-,SACRAMENTO
054104,01-FEB-15,31-JAN-16,As Submitted,4,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,,SACRAMENTO,CA,95841,SACRAMENTO
054110,01-AUG-15,31-JUL-16,As Submitted,4,FREMONT HOSPITAL,39001 SUNDALE DRIVE,,FREMONT,CA,94538,ALAMEDA
054111,01-FEB-15,31-JAN-16,As Submitted,4,CANYON RIDGE HOSPITAL,5353 G STREET,,CHINO,CA,91710,SAN BERNARDINO
054114,01-JUL-14,30-JUN-15,Settled,2,SAN DIEGO COUNTY PSYCHIATRIC HOSPITA,3853 ROSECRANS STREET,,SAN DIEGO,CA,92110,
054122,01-JUL-15,30-JUN-16,As Submitted,10,NAPA STATE HOSPITAL,2100 NAPA-VALLEJO HIGHWAY,,NAPA,CA,94558-6293,NAPA COUNTY
054123,01-JUL-15,31-MAY-16,As Submitted,1,ST. JOSEPHS BEHAVIORAL HLTH CENTER,2510 NORTH CALIFORNIA STREET,,STOCKTON,CA,95204,SAN JOAQUIN
054124,01-JUL-15,30-JUN-16,As Submitted,10,HUMBOLDT COUNTY - SEMPREVIRENS,720 WOOD STREET,,EUREKA,CA,99410,HUMBOLDT
054125,01-JUL-15,30-JUN-16,As Submitted,9,SANTA BARBARA COUNTY MENTAL HEALTH,300 NORTH SAN ANTONIO ROAD,,SANTA BARBARA,CA,93110,SANTA BARBARA
054130,01-JAN-15,31-DEC-15,As Submitted,4,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,,RIVERSIDE,CA,92506,RIVERSIDE
054131,01-JAN-15,31-DEC-15,Settled,2,JOHN MUIR BEHAVIORAL HEALTH,2740 GRANT STREET,,CONCORD,CA,94520,CONTRA COSTA
054133,01-JUL-15,30-JUN-16,As Submitted,10,METROPOLITAN STATE HOSPITAL,11400 SO. NORWALK BLVD.,,NORWALK,CA,90650,LOS ANGELES
054135,01-MAY-15,30-APR-16,As Submitted,4,NEWPORT BAY HOSPITAL,1501 E. 16TH STREET,,NEWPORT BEACH,CA,92263,ORANGE
054144,01-JUL-15,30-JUN-16,As Submitted,10,LANGLEY PORTER PSYCHIATRIC HOSPITAL,405 PARNASUS,,SAN FRANCISCO,CA,94143-0824,SAN FRANCISCO
054145,01-OCT-15,30-SEP-16,As Submitted,2,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVE,,SAN DIEGO,CA,92123-,SAN DIEGO
054146,01-JUL-15,30-JUN-16,As Submitted,4,TELECARE HERITAGE PHF,2633 EAST 27TH STREET,,OAKLAND,CA,94601,ALAMEDA
054147,01-SEP-15,31-AUG-16,As Submitted,2,JOYCE EISENBERG KEEFER MEDICAL CTR,7150 TAMPA AVENUE,,RESEDA,CA,91335,LOS ANGELES
054148,01-JAN-15,31-DEC-15,As Submitted,2,PSYCHIATRIC,18646 OXNARD ST,,TARZANA,CA,91356,USA
054149,01-JUL-14,30-JUN-15,Settled,6,WILLOW ROCK CENTER,22050 FAIRMONT DRIVE,,SAN LEANDRO,CA,94578,
054150,01-JAN-14,31-DEC-14,Settled,2,KAISER PERMANENTE PSYCHIATRIC HEALTH,3840 HOMESTEAD ROAD,,SANTA CLARA,CA,95051,
054151,01-JAN-15,31-DEC-15,As Submitted,4,AURORA SANTA ROSA BEHAVIORAL HEALTH,1287 FULTON ROAD,,SANTA ROSA,CA,95401,SONOMA
054152,01-JUL-15,30-JUN-16,As Submitted,4,TELECARE SANTA CRUZ PHF,2250 SOQUEL AVE SUITE 150,,SANTA CRUZ,CA,95062,SANTA CRUZ
054153,01-JAN-15,31-DEC-15,As Submitted,4,OCEAN VIEW PSYCHIATRIC FACILITY,2600 REDONDO AVENUE,,LONG BEACH,CA,90806,LOS ANGELES
060001,01-JAN-15,31-DEC-15,As Submitted,2,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,,GREELEY,CO,80631,WELD
060003,01-JAN-15,31-DEC-15,As Submitted,2,LONGMONT UNITED HOSPITAL,1950 WEST MOUNTAIN VIEW AVENUE,,LONGMONT,CO,80501-3129,BOULDER
060004,01-JAN-15,31-DEC-15,As Submitted,2,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,,BRIGHTON,CO,80601,ADAMS
060006,01-JAN-15,31-DEC-15,As Submitted,2,MONTROSE MEMORIAL HOSPITAL,800 S THIRD,,MONTROSE,CO,81401,MONTROSE
060008,01-JUL-15,30-JUN-16,As Submitted,2,SAN LUIS VALLEY REG MED CENTER,106 BLANCA AVENUE,,ALAMOSA,CO,81101-,ALAMOSA
060009,01-JAN-15,31-DEC-15,As Submitted,2,LUTHERAN MEDICAL CENTER,8300 WEST 38TH AVE,,WHEAT RIDGE,CO,80033,JEFFERSON
060010,01-JUL-15,30-JUN-16,As Submitted,2,POUDRE VALLEY HOSPITAL,1024 S. LEMAY AVENUE,,FT. COLLINS,CO,80524,LARIMER
060011,01-JAN-14,31-DEC-14,Amended,2,DENVER HEALTH MEDICAL CENTER,777 BANNOCK STREET,40411,DENVER,CO,80204-4507,DENVER
060012,01-JUL-15,30-JUN-16,As Submitted,2,ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVENUE,,PUEBLO,CO,81004,PUEBLO
060013,01-JUL-15,30-JUN-16,As Submitted,2,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD.,18,DURANGO,CO,81301-,DURANGO
060014,01-SEP-15,31-AUG-16,As Submitted,4,PRESBYTERIAN ST LUKES MEDICAL CTR,1719 E 19TH AVENUE,,DENVER,CO,80218,DENVER
060015,01-JUL-15,30-JUN-16,As Submitted,2,ST ANTHONY HOSPITAL,11600 W. 2ND PLACE,,LAKEWOOD,CO,80228,DENVER
060016,01-JUL-15,30-JUN-16,As Submitted,2,ST THOMAS MORE HOSPITAL,1338 PHAY,,CANON CITY,CO,81212,FREMONT
